  Code ;Libelle;En stock ;Variants;prix de vente(1kg);prix d achat(1kg);Variant de stock;Prix Variants;
ARM132;AROME GIVENCHY EAUDEMOISELLE DE GIVENCHY  BOIS DE OUD (F);0,231;"SANS FIX 3;15;30;50;60;100";0.295 ;200;"0,003;0,003;0,006;0,01;0,017;0,019";"9;13;17;27;31;54";
