  Code ;Libelle;En stock ;Variants;prix de vente(1kg);prix d achat(1kg);Variant de stock;Prix Variants
ARM015;AROME ARMANI SI PASSIONE (F);0,192;"SANS FIX 3;15;30;50;60;100";0,297;200;"0,003;0,003;0,006;0,01;0,017;0,019";"6;9;12;17;20;29"
